name,death_cause,date,agency_name,state,state_name
"Patrolman Lewis Burdette ""Bud"" Lee",Gunfire,1949-09-30,Blanchester Police Department,OH,Ohio
Assistant Chief of Police Charles Malik,Assault,1949-10-01,Uniontown Police Department,PA,Pennsylvania
Chief of Police Norman Lee Miller,Gunfire,1949-10-06,Hearne Police Department,TX,Texas
Constable Harold E. Groover,Gunfire,1949-10-08,Chambers County Constable's Office,AL,Alabama
Patrolman Raymond Endicott,Motorcycle accident,1949-10-08,Joplin Police Department,MO,Missouri
City Marshal Dave Break,Gunfire,1949-10-09,Florence Police Department,KS,Kansas
Captain Arthur M. Beilein,Other,1949-10-09,North Tonawanda Police Department,NY,New York
Sergeant Pelham C. Scott,Gunfire,1949-10-14,Overland Police Department,MO,Missouri
Special Officer Edward C. Juettmeyer,Gunfire,1949-10-15,Overland Police Department,MO,Missouri
Police Officer Thomas J. O'Neill,Other,1949-10-16,Baltimore City Police Department,MD,Maryland
Patrolman Norman Juhl,Gunfire,1949-10-22,Keokuk Police Department,IA,Iowa
Trooper Ben R. Seaton,Automobile accident,1949-10-24,Illinois State Police,IL,Illinois
Police Officer Vernon Brooks Carvin,Heart attack,1949-10-31,Carson City Police Department,NV,Nevada
Police Officer Joe Edward Kerley,Other,1949-11-01,Turlock Police Department,CA,California
Police Officer Glenn Edwin Winans,Other,1949-11-01,Turlock Police Department,CA,California
"Police Officer George Gustave Bredenberg, Jr.",Other,1949-11-04,Turlock Police Department,CA,California
Officer David Hall,Motorcycle accident,1949-11-07,Wilmington Police Department,NC,North Carolina
Deputy J.  Elbert Hall,Vehicle pursuit,1949-11-14,Los Angeles County Sheriff's Department,CA,California
Sergeant Clayton Hall Yearick,Other,1949-11-15,Kern County Sheriff's Department,CA,California
Patrolman Thomas J. Costello,Automobile accident,1949-11-21,Chicago Police Department,IL,Illinois
Sergeant Leo Jonas Waldinger,Gunfire,1949-11-26,Erie Police Department,PA,Pennsylvania
Patrolman Walter May,Gunfire,1949-11-30,Erie Police Department,PA,Pennsylvania
Sheriff Doyle Smith,Gunfire,1949-12-07,Searcy County Sheriff's Office,AR,Arkansas
Patrolman C. B. Avent,Struck by vehicle,1949-12-12,North Carolina Highway Patrol,NC,North Carolina
Patrolman Paul H. Johnson,Gunfire,1949-12-12,Washington State Patrol,WA,Washington
Sheriff Earl J. Kerns,Heart attack,1949-12-13,Stevens County Sheriff's Office,KS,Kansas
"Policeman Marion Clifton ""Pop"" Nettles, Sr.",Other,1949-12-23,Walterboro Police Department,SC,South Carolina
Sergeant Joseph L. Hojak,Heart attack,1949-12-25,Johnstown Police Department,PA,Pennsylvania
"Police Officer John T. Clancy, Jr.",Vehicular assault,1949-12-28,Seattle Police Department,WA,Washington
Detective Duke Williams,Heart attack,1949-12-30,Detroit Police Department,MI,Michigan
Police Officer George Mitchell,Gunfire,1949-12-31,Philadelphia Police Department,PA,Pennsylvania
Patrolman Alfred A. Hewett,Struck by vehicle,1950-01-04,Massachusetts State Police,MA,Massachusetts
Chief of Police Mathew M. Mantoni,Gunfire,1950-01-11,Mendon Police Department,MA,Massachusetts
Corporal Leroy L. LeKites,Vehicle pursuit,1950-01-13,Delaware State Police,DE,Delaware
Patrolman Edward H. Carragher,Struck by vehicle,1950-01-13,New York City Police Department,NY,New York
City Marshal Floyd James Spencer,Gunfire,1950-01-22,Boynton Police Department,OK,Oklahoma
Investigator Floyd Fenwick Vincent,Gunfire,1950-01-22,Virginia Department of Alcoholic Beverage Control,VA,Virginia
Sergeant Theodore Laux,Automobile accident,1950-02-04,Newark Police Department,NJ,New Jersey
Lieutenant Albert A. Sutter,Automobile accident,1950-02-08,Baltimore and Ohio Railroad Police Department,RR,
"Trooper John Frank Bass, Jr.",Struck by vehicle,1950-02-15,Georgia State Patrol,GA,Georgia
Officer Anthony Barbieri,Heart attack,1950-02-20,Torrington Police Department,CT,Connecticut
Officer Jesse M. Ream,Motorcycle accident,1950-02-28,Long Beach Police Department,CA,California
Trooper John D. Ryan,Other,1950-03-03,Michigan State Police,MI,Michigan
Deputy Sheriff Jerry Stamper,Gunfire,1950-03-04,Perry County Sheriff's Office,KY,Kentucky
Staff Sergeant Fred Cole Waldrop,Automobile accident,1950-03-08,Tennessee Highway Patrol,TN,Tennessee
Deputy Sheriff Bill Baker,Gunfire,1950-03-11,Perry County Sheriff's Office,KY,Kentucky
Chief of Police Henry L. Walton,Heart attack,1950-03-12,Fairview Park Police Department,OH,Ohio
Sheriff Ottis W. Morrow,Gunfire,1950-03-12,Presidio County Sheriff's Department,TX,Texas
Chief of Police Clyde Dubell,Gunfire,1950-03-19,Oakridge Police Department,OR,Oregon
Patrolman Raymond W. Thorne,Gunfire,1950-03-25,Jennings Police Department,MO,Missouri
Deputy Sheriff Harry Lee Harris,Automobile accident,1950-03-28,Sussex County Sheriff's Office,VA,Virginia
Police Officer Claude William Johnson,Assault,1950-03-29,Lamesa Police Department,TX,Texas
Officer Ivan E. Kelley,Vehicle pursuit,1950-04-02,Lunenburg Police Department,MA,Massachusetts
Patrolman Louis Balzano,Other,1950-04-10,New York City Police Department,NY,New York
Trooper George Branny,Gunfire,1950-04-12,Michigan State Police,MI,Michigan
Trooper Walter R. Gawryla,Motorcycle accident,1950-04-21,New Jersey State Police,NJ,New Jersey
Patrolman Rufus H. Rodgers,Gunfire,1950-04-22,Aiken Department of Public Safety,SC,South Carolina
Chief of Police Franklin Pierce Culp,Gunfire,1950-04-23,Fostoria Police Department,OH,Ohio
Patrolman William B. Murphy,Gunfire,1950-04-24,Chicago Police Department,IL,Illinois
Patrol Officer Rubin A. Paine,Gunfire,1950-04-25,Marblehead Police Department,MA,Massachusetts
Officer Alvin Foss,Gunfire (Accidental),1950-04-26,California Highway Patrol,CA,California
Deputy Sheriff George Puckett,Gunfire,1950-04-26,Perry County Sheriff's Office,KY,Kentucky
Motorcycle Officer Henry Norman Williams,Vehicular assault,1950-04-26,Beaumont Police Department,TX,Texas
Deputy Sheriff William A. White,Gunfire,1950-04-29,Mendocino County Sheriff's Office,CA,California
Police Officer James J. Donohoe,Gunfire,1950-05-03,Philadelphia Police Department,PA,Pennsylvania
Patrolman James Ford,Gunfire,1950-05-08,Harlan Police Department,KY,Kentucky
Deputy Sheriff Mose Hill,Assault,1950-05-10,Gulf County Sheriff's Office,FL,Florida
Policeman Roland E. White,Gunfire,1950-05-11,Los Angeles Police Department,CA,California
Patrolman Clarence L. Meenach,Gunfire,1950-05-11,Russell Police Department,KY,Kentucky
Patrolman James T. Smith,Motorcycle accident,1950-05-21,Belleville Police Department,NJ,New Jersey
Deputy Sheriff Dan Heryford,Gunfire,1950-05-25,Shasta County Sheriff's Department,CA,California
Undersheriff Earl Sholes,Gunfire,1950-05-25,Shasta County Sheriff's Department,CA,California
Police Officer James S. Weir,Automobile accident,1950-06-02,Oakland Police Department,CA,California
Assistant Chief Louis Adamo,Struck by vehicle,1950-06-05,Canastota Police Department,NY,New York
Officer Robert Russell,Gunfire,1950-06-06,Petoskey Police Department,MI,Michigan
Officer William C. Jordan,Automobile accident,1950-06-10,Wilmington Police Department,NC,North Carolina
Patrolman Ira H. Burgess,Gunfire,1950-06-13,Kingsport Police Department,TN,Tennessee
Sergeant Ezra Sutherland,Automobile accident,1950-06-19,Jefferson County Police Department,KY,Kentucky
Trooper Robert Edward Porter,Other,1950-06-20,Virginia State Police,VA,Virginia
Trooper Joseph Benjamin Thomas,Other,1950-06-20,Virginia State Police,VA,Virginia
Patrolman Francis A. Murray,Vehicular assault,1950-06-28,Bangor Police Department,ME,Maine
City Marshal Thearel Major Johnson,Gunfire,1950-06-30,Wister Police Department,OK,Oklahoma
Chief Deputy Sheriff Aaron Holmes Mills,Vehicular assault,1950-06-30,Monroe County Sheriff's Office,TN,Tennessee
Lieutenant Adam Yulch,Other,1950-07-02,Nassau County Police Department,NY,New York
Police Officer Joseph G. Meglinske,Gunfire,1950-07-04,Detroit Police Department,MI,Michigan
Policeman Glenn H. Clark,Motorcycle accident,1950-07-08,Los Angeles Police Department,CA,California
Patrolman Donald E. McCormick,Gunfire,1950-07-14,Chicago Police Department,IL,Illinois
Sergeant Edward T. Crowley,Gunfire,1950-07-14,Chicago Police Department,IL,Illinois
Trooper First Class Lauren M. Ridge,Gunfire,1950-07-14,Maryland State Police,MD,Maryland
Chief of Police Wesley Taylor,Gunfire,1950-07-14,Mineola Police Department,TX,Texas
Police Officer Sanford S. Smith,Motorcycle accident,1950-07-15,Philadelphia Police Department,PA,Pennsylvania
Patrolman Alfred Loreto,Gunfire,1950-07-21,New York City Police Department,NY,New York
Private John A. Ditkosky,Automobile accident,1950-07-24,Pennsylvania State Police,PA,Pennsylvania
Patrolman Roderick O'Connor,Motorcycle accident,1950-07-27,New York City Police Department,NY,New York
Sheriff Roy Conway,Gunfire,1950-07-28,Pike County Sheriff's Department,KY,Kentucky
Patrolman Charles F. Roof,Motorcycle accident,1950-07-28,Tonawanda City Police Department,NY,New York
Chief Deputy Sheriff Ray A. Campbell,Gunfire,1950-08-03,St. Francis County Sheriff's Office,AR,Arkansas
Police Officer Charles M. Hilbert,Vehicular assault,1950-08-04,Baltimore City Police Department,MD,Maryland
Special Town Marshal Clemente Salazar,Gunfire,1950-08-11,Bernalillo Police Department,NM,New Mexico
Patrolman Leroy Dunn,Motorcycle accident,1950-08-13,Bridgeport Police Department,CT,Connecticut
Deputy Sheriff William Calvin Dotson,Gunfire,1950-08-17,Mercer County Sheriff's Department,WV,West Virginia
Police Officer John Edward Brunner,Other,1950-08-19,Greenburgh Police Department,NY,New York
Trooper James H. Tingle,Automobile accident,1950-09-07,Mississippi Department of Public Safety - Highway Patrol,MS,Mississippi
Trooper William Thomas Levinson,Other,1950-09-07,Oregon State Police,OR,Oregon
Deputy Sheriff Rudolph F. Howell,Other,1950-09-25,Ramsey County Sheriff's Department,ND,North Dakota
Officer William Walter Hansen,Other,1950-09-27,Velva Police Department,ND,North Dakota
Sheriff Luther T. Bozeman,Vehicular assault,1950-09-29,Shelby County Sheriff's Office,AL,Alabama
Patrolman Donald G. Spike,Struck by vehicle,1950-09-29,Chippewa Falls Police Department,WI,Wisconsin
Officer Marion C. Stalnaker,Automobile accident,1950-10-01,Montgomery Police Department,AL,Alabama
Trooper Dale Benjamin Courtney,Gunfire,1950-10-01,Oregon State Police,OR,Oregon
Police Officer Alexander Clarence Haddock,Gunfire,1950-10-03,El Segundo Police Department,CA,California
Patrolman Albert T. Sealy,Automobile accident,1950-10-04,South Carolina Highway Patrol,SC,South Carolina
Police Officer Louis Toriello,Other,1950-10-06,Philadelphia Police Department,PA,Pennsylvania
Patrolman Daniel Furtado,Motorcycle accident,1950-10-08,Massachusetts State Police,MA,Massachusetts
Policeman J. B. Vose,Motorcycle accident,1950-10-21,Los Angeles Police Department,CA,California
"Acting Chief Anthony Bernard ""Tony"" Nelson",Heart attack,1950-10-29,Powell Police Department,WY,Wyoming
Chief of Police L.C. Aurelio Ismael Miranda-Rivera,Gunfire,1950-10-30,Puerto Rico Police Department,PR,Puerto Rico
Policeman Jesus Feliciano-Rivera,Gunfire,1950-10-30,Puerto Rico Police Department,PR,Puerto Rico
Policeman Virgilio Camacho-Reyes,Gunfire,1950-10-30,Puerto Rico Police Department,PR,Puerto Rico
Policeman Luis Rivera-Cardona,Gunfire,1950-10-30,Puerto Rico Police Department,PR,Puerto Rico
Policeman Dionisio Rivera-Yolistruck,Gunfire,1950-10-30,Puerto Rico Police Department,PR,Puerto Rico
Corporal Ramon Robles-Castillo,Gunfire,1950-10-30,Puerto Rico Police Department,PR,Puerto Rico
Lieutenant Ramon Villanueva-Moro,Gunfire,1950-10-30,Puerto Rico Police Department,PR,Puerto Rico
Police Officer Robert H. Morgan,Motorcycle accident,1950-11-02,Long Beach Police Department,CA,California
Deputy Sheriff Joseph Anthony Tiano,Automobile accident,1950-11-11,Harrison County Sheriff's Office,WV,West Virginia
Officer John J. Covalesk,Gunfire,1950-11-15,San Jose Police Department,CA,California
"Police Officer Andreas Mellert, Jr.",Gunfire,1950-11-17,Detroit Police Department,MI,Michigan
Police Officer Oscar Theodore Peterson,Gunfire,1950-11-18,Poplar Police Department,MT,Montana
Undersheriff Alfred E. Jacka,Other,1950-11-28,Barton County Sheriff's Office,KS,Kansas
Police Officer John F. Galler,Heart attack,1950-11-28,Newark Police Department,NJ,New Jersey
Sheriff Jacob W. Boelens,Automobile accident,1950-12-03,Labette County Sheriff's Office,KS,Kansas
Lieutenant Primitivo Casiano-Jusino,Gunfire,1950-12-05,Puerto Rico Police Department,PR,Puerto Rico
Captain Daniel Waters,Gunfire,1950-12-08,Saginaw Police Department,MI,Michigan
Deputy Sheriff Esther Lafayette Lewis,Gunfire,1950-12-09,Cumberland County Sheriff's Office,NC,North Carolina
Sergeant Clarence Dietzel,Gunfire,1950-12-10,Saginaw Police Department,MI,Michigan
Patrolman James Walter Todd,Motorcycle accident,1950-12-12,Savannah Police Department,GA,Georgia
Corporal Harold F. Myers,Automobile accident,1950-12-19,New York State Police,NY,New York
Wildlife Officer James R. Fields,Gunfire,1950-12-24,Florida Game and Fresh Water Fish Commission,FL,Florida
Deputy Sheriff Winnie Austin Hansen,Struck by vehicle,1950-12-26,Clark County Sheriff's Office,NV,Nevada
Patrolman Marvin R. Morton,Automobile accident,1950-12-29,New Orleans Police Department,LA,Louisiana
Sergeant Thomas W. Stroud,Gunfire (Accidental),1951-01-05,Salt Lake City Police Department,UT,Utah
Police Officer Roland W. Morgan,Vehicular assault,1951-01-06,Baltimore City Police Department,MD,Maryland
Deputy Sheriff Burtice W. Wickstrum,Automobile accident,1951-01-08,Maricopa County Sheriff's Office,AZ,Arizona
Investigator Otis John Whan,Other,1951-01-16,Illinois Department of Conservation - Division of Law Enforcement,IL,Illinois
Deputy Sheriff Raymond Leach,Automobile accident,1951-01-26,Scioto County Sheriff's Office,OH,Ohio
Police Officer Cleo Chrest,Automobile accident,1951-01-27,Manhattan Police Department,KS,Kansas
Special Agent Don E. Gresham,Gunfire,1951-01-28,Tennessee Department of Finance and Taxation - Alcohol Tax Unit,TN,Tennessee
Sergeant Wesley Rosette,Automobile accident,1951-01-31,Colorado State Patrol,CO,Colorado
Trooper Arthur Paul Goetting,Other,1951-02-04,Illinois State Police,IL,Illinois
"Officer Willis Wood ""Johnny"" Sides",Gunfire,1951-02-07,Dallas Police Department,TX,Texas
Captain Charles J. Ogle,Automobile accident,1951-02-12,Sacramento County Sheriff's Department,CA,California
Trooper Robert Ranaker Miller,Automobile accident,1951-02-14,Kentucky State Police,KY,Kentucky
"Police Officer Leroy Joseph LaFleur, Sr.",Gunfire,1951-02-16,Miami Police Department,FL,Florida
Constable Luther T. Hardison,Gunfire,1951-02-17,Coral Gables Police Department,FL,Florida
Chief of Police Pryor Martin,Gunfire,1951-02-25,Eminence Police Department,KY,Kentucky
Detective Charles E. Hefner,Gunfire,1951-02-27,Lima Police Department,OH,Ohio
Police Officer James H. Brigman,Automobile accident,1951-02-28,Miami Police Department,FL,Florida
Corrections Officer Victor Viteritto,Other,1951-02-28,New Jersey Department of Corrections,NJ,New Jersey
Police Officer John Stanley Gordon,Heart attack,1951-02-28,Philadelphia Police Department,PA,Pennsylvania
Patrolman James Woodard McLaurin,Motorcycle accident,1951-03-02,Fayetteville Police Department,NC,North Carolina
Sergeant Corwin L. McConkey,Gunfire,1951-03-08,Illinois State Police,IL,Illinois
Detective Ralph O. Marmolejo,Gunfire,1951-03-17,El Paso Police Department,TX,Texas
Police Officer Donald O. Nielson,Motorcycle accident,1951-03-25,Oakland Police Department,CA,California
Patrolman Earl V. Anderson,Automobile accident,1951-03-25,East St. Louis Police Department,IL,Illinois
Patrolman Donald T. McHale,Assault,1951-03-25,Minneapolis Police Department,MN,Minnesota
Constable Sam Linn,Gunfire,1951-04-04,Graysville Police Department,AL,Alabama
Chief of Police S. R. Howton,Gunfire,1951-04-04,Graysville Police Department,AL,Alabama
Policeman Thomas Jefferson Kennedy,Motorcycle accident,1951-04-05,Los Angeles Police Department,CA,California
Trooper Millard R. Courtney,Other,1951-04-11,Illinois State Police,IL,Illinois
"Sheriff Edward Porter, Jr.",Gunfire,1951-04-13,Marion County Sheriff's Office,FL,Florida
Constable Willis Bernice Herrington,Gunfire,1951-04-13,Simpson County Sheriff's Department,MS,Mississippi
Trooper Clyde A. Wehunt,Automobile accident,1951-04-20,Georgia State Patrol,GA,Georgia
Trooper Herbert E. Nixon,Automobile accident,1951-04-22,Mississippi Department of Public Safety - Highway Patrol,MS,Mississippi
Police Officer Neil Krantz,Automobile accident,1951-04-24,Flint Police Department,MI,Michigan
Patrolman Harold K. Randolph,Gunfire,1951-05-12,New York City Police Department,NY,New York
Chief of Police Leonard J. Floyd,Gunfire,1951-05-17,Boaz Police Department,AL,Alabama
Sheriff E. M. Boyles,Gunfire,1951-05-17,Marshall County Sheriff's Department,AL,Alabama
Chief Deputy Sheriff Washington May Bennett,Gunfire,1951-05-18,Marshall County Sheriff's Department,AL,Alabama
Detective Cornelius W. White,Gunfire,1951-05-18,Tulsa Police Department,OK,Oklahoma
Sergeant Owen T. Farley,Gunfire,1951-05-23,Salt Lake City Police Department,UT,Utah
Trooper Emil J. Bock,Motorcycle accident,1951-05-26,New Jersey State Police,NJ,New Jersey
Police Officer Louis J. Champa,Automobile accident,1951-05-27,Pensacola Police Department,FL,Florida
Trooper Raymond B. Wilhelm,Automobile accident,1951-05-30,Delaware State Police,DE,Delaware
